"id","ref","name","arancel_ids/id","observation"
"trade_tariff_subheading_03705","6703.00.00.00","Cabello peinado, afinado, blanqueado o  preparado de  otra forma; lana, pelo u otra materia textil, preparados para la fabricación de pelucas o artículos similares.","aran_007",
"trade_tariff_subheading_03706","67.04","Pelucas, barbas, cejas, pestañas, mechones y artículos análogos, de cabello,   pelo   o   materia   textil;   manufacturas   de   cabello   no expresadas ni comprendidas en otra parte.",,
"trade_tariff_subheading_03707","-","- De materias textiles sintéticas:",,
"trade_tariff_subheading_03708","6704.11.00.00","- - Pelucas que cubran toda la cabeza","aran_008",
"trade_tariff_subheading_03709","6704.19.00.00","- - Los demás","aran_008",
"trade_tariff_subheading_03710","6704.20.00.00","- De cabello","aran_008",
"trade_tariff_subheading_03711","6704.90.00.00","- De las demás materias","aran_008",
"trade_tariff_subheading_03712","6801.00.00.00","Adoquines,   encintados   (bordillos)   y   losas   para   pavimentos,   de
piedra natural (excepto la pizarra).","aran_005",
"trade_tariff_subheading_03713","68.02","Piedras de talla o de construcción trabajadas (excluida la pizarra) y sus  manufacturas,  excepto  las  de  la  partida  68.01;  cubos,  dados  y artículos  similares  para  mosaicos,  de  piedra  natural  (incluida  la pizarra),    aunque    estén    sobre    soporte;    gránulos,    tasquiles (fragmentos)   y   polvo   de   piedra   natural   (incluida   la   pizarra),
coloreados artificialmente.",,
"trade_tariff_subheading_03714","6802.10.00.00","- Losetas, cubos, dados y artículos similares, incluso de forma distinta a la   cuadrada   o   rectangular,   en   los   que   la   superficie   mayor   pueda inscribirse en  un cuadrado de lado inferior a  7 cm;  gránulos, tasquiles
(fragmentos) y polvo, coloreados artificialmente","aran_005",
"trade_tariff_subheading_03715","-","-  Las  demás  piedras  de  talla  o  de  construcción  y  sus  manufacturas,
simplemente talladas o aserradas, con superficie plana o lisa:",,
"trade_tariff_subheading_03716","6802.21.00.00","- - Mármol, travertinos y alabastro","aran_005",
"trade_tariff_subheading_03717","6802.23.00.00","- - Granito","aran_005",
"trade_tariff_subheading_03718","6802.29","- - Las demás piedras:",,
"trade_tariff_subheading_03719","6802.29.10.00","- - - Piedras calizas","aran_005",
"trade_tariff_subheading_03720","6802.29.90.00","- - - Las demás","aran_005",
"trade_tariff_subheading_03721","-","- Los demás:",,
"trade_tariff_subheading_03722","6802.91.00.00","- - Mármol, travertinos y alabastro","aran_007",
"trade_tariff_subheading_03723","6802.92.00.00","- - Las demás piedras calizas","aran_005",
"trade_tariff_subheading_03724","6802.93.00.00","- - Granito","aran_005",
"trade_tariff_subheading_03725","6802.99.00.00","- - Las demás piedras","aran_005",
"trade_tariff_subheading_03726","6803.00.00.00","Pizarra  natural  trabajada  y  manufacturas  de  pizarra  natural  o aglomerada.","aran_005",
"trade_tariff_subheading_03727","68.04","Muelas  y  artículos  similares,  sin  bastidor,  para  moler,  desfibrar, triturar, afilar, pulir, rectificar, cortar o trocear, piedras de afilar o pulir a mano, y sus partes, de piedra natural, de abrasivos naturales o artificiales aglomerados o de cerámica, incluso con partes de otras materias.",,
"trade_tariff_subheading_03728","6804.10.00.00","- Muelas para moler o desfibrar","aran_005",
"trade_tariff_subheading_03729","-","- Las demás muelas y artículos similares:",,
"trade_tariff_subheading_03730","6804.21.00.00","- - De diamante natural o sintético, aglomerado","aran_003",
"trade_tariff_subheading_03731","6804.22.00.00","- - De los demás abrasivos aglomerados o de cerámica","aran_005",
"trade_tariff_subheading_03732","6804.23.00.00","- - De piedras naturales","aran_003",
"trade_tariff_subheading_03733","6804.30.00.00","- Piedras de afilar o pulir a mano","aran_003",
"trade_tariff_subheading_03734","68.05","Abrasivos  naturales  o  artificiales  en  polvo  o  gránulos  con  soporte de materia textil, papel, cartón u otras materias, incluso recortados, cosidos o unidos de otra forma.",,
"trade_tariff_subheading_03735","6805.10.00.00","- Con soporte constituido solamente por tejido de materia textil","aran_003",
"trade_tariff_subheading_03736","6805.20.00.00","- Con soporte constituido solamente por papel o cartón","aran_003",
"trade_tariff_subheading_03737","6805.30.00.00","- Con soporte de otras materias","aran_001",
"trade_tariff_subheading_03738","68.06","Lana  de  escoria,  de  roca  y  lanas  minerales  similares;  vermiculita dilatada, arcilla dilatada, espuma de escoria y productos minerales similares dilatados; mezclas y manufacturas de materias minerales para aislamiento térmico o acústico o para la absorción del sonido, excepto las de las partidas 68.11, 68.12 ó del Capítulo 69.",,
"trade_tariff_subheading_03739","6806.10.00.00","- Lana de escoria, de roca y lanas minerales similares, incluso mezcladas
entre sí, en masa, hojas o enrolladas","aran_005",
"trade_tariff_subheading_03740","6806.20.00.00","- Vermiculita  dilatada,  arcilla  dilatada,  espuma  de escoria  y productos
minerales similares dilatados, incluso mezclados entre sí","aran_001",
"trade_tariff_subheading_03741","6806.90.00.00","- Los demás","aran_005","0 % solamente para perlitas."
"trade_tariff_subheading_03742","68.07","Manufacturas de asfalto o de productos similares (por ejemplo: pez de petróleo, brea).",,
"trade_tariff_subheading_03743","6807.10.00.00","- En rollos","aran_005",
"trade_tariff_subheading_03744","6807.90.00.00","- Las demás","aran_005",
"trade_tariff_subheading_03745","6808.00.00.00","Paneles,  placas,  losetas,  bloques  y  artículos  similares,  de  fibra vegetal,  paja  o  viruta,  de  plaquitas  o  partículas,  o  de  aserrín  o
demás  desperdicios  de  madera,  aglomerados  con  cemento,  yeso fraguable o demás aglutinantes minerales.","aran_005",
"trade_tariff_subheading_03746","68.09","Manufacturas de yeso fraguable o de preparaciones a base de yeso fraguable.",,
"trade_tariff_subheading_03747","-","- Placas, hojas, paneles, losetas y artículos similares, sin adornos:",,
"trade_tariff_subheading_03748","6809.11.00.00","- - Revestidos o reforzados exclusivamente con papel o cartón","aran_005",
"trade_tariff_subheading_03749","6809.19.00.00","- - Los demás","aran_005",
"trade_tariff_subheading_03750","6809.90.00.00","- Las demás manufacturas","aran_005",
"trade_tariff_subheading_03751","68.10","Manufacturas  de  cemento,  hormigón  o  piedra  artificial,  incluso armadas.",,
"trade_tariff_subheading_03752","-","- Tejas, losetas, losas, ladrillos y artículos similares:",,
"trade_tariff_subheading_03753","6810.11.00.00","- - Bloques y ladrillos para la construcción","aran_005",
"trade_tariff_subheading_03754","6810.19.00.00","- - Los demás","aran_005",
"trade_tariff_subheading_03755","-","- Las demás manufacturas:",,
"trade_tariff_subheading_03756","6810.91.00.00","- - Elementos prefabricados para la construcción o ingeniería civil","aran_005",
"trade_tariff_subheading_03757","6810.99.00.00","- - Las demás","aran_005",
"trade_tariff_subheading_03758","68.11","Manufacturas de amiantocemento, celulosacemento o similares.",,
"trade_tariff_subheading_03759","6811.40.00","- Que contengan amianto (asbesto):",,
"trade_tariff_subheading_03760","6811.40.00.10","- - Placas onduladas","aran_005",
"trade_tariff_subheading_03761","6811.40.00.20","- - Las demás placas, paneles, losetas, tejas y artículos similares","aran_005",
"trade_tariff_subheading_03762","6811.40.00.90","- - Las demás","aran_005",
"trade_tariff_subheading_03763","-","- Que no contengan amianto (asbesto):",,
"trade_tariff_subheading_03764","6811.81.00.00","- - Placas onduladas","aran_005",
"trade_tariff_subheading_03765","6811.82.00.00","- - Las demás placas, paneles, losetas, tejas y artículos similares","aran_005",
"trade_tariff_subheading_03766","6811.89.00.00","- - Las demás manufacturas","aran_005",
"trade_tariff_subheading_03767","68.12","Amianto (asbesto) en fibras trabajado; mezclas a base de amianto o a base de amianto y carbonato de magnesio; manufacturas de estas mezclas  o  de  amianto  (por  ejemplo:  hilados,  tejidos,  prendas  de vestir,   sombreros   y   demás   tocados,   calzado,   juntas),   incluso armadas, excepto las de las partidas 68.11 ó 68.13.",,
"trade_tariff_subheading_03768","6812.80.00.00","- De crocidolita","aran_001",
"trade_tariff_subheading_03769",,"- Las demás:",,
"trade_tariff_subheading_03770","6812.91.00.00","- - Prendas y complementos (accesorios), de vestir, calzado, sombreros y
demás tocados","aran_005",
"trade_tariff_subheading_03771","6812.92.00.00","- - Papel, cartón y fieltro","aran_005",
"trade_tariff_subheading_03772","6812.93.00.00","-   -   Amianto   (asbesto)   y   elastómeros   comprimidos,   para   juntas   o
empaquetaduras, en hojas o rollos","aran_005",
"trade_tariff_subheading_03773","6812.99","- - Las demás:",,
"trade_tariff_subheading_03774","6812.99.10.00","- - - Amianto en fibras trabajado; mezclas a base de amianto o a base de
amianto y carbonato de magnesio","aran_003",
"trade_tariff_subheading_03775","6812.99.20.00","- - - Hilados","aran_005",
"trade_tariff_subheading_03776","6812.99.30.00","- - - Cuerdas y cordones, incluso trenzados","aran_005",
"trade_tariff_subheading_03777","6812.99.40.00","- - - Tejidos, incluso de punto","aran_005",
"trade_tariff_subheading_03778","6812.99.50.00","- - - Juntas o empaquetaduras","aran_005",
"trade_tariff_subheading_03779","6812.99.90.00","- - - Las demás","aran_001",
"trade_tariff_subheading_03780","68.13","Guarniciones    de    fricción   (por    ejemplo:   hojas,    rollos,   tiras, segmentos,  discos,  arandelas,  plaquitas)  sin  montar,  para  frenos, embragues  o  cualquier  órgano  de  frotamiento,  a  base  de  amianto (asbesto),   de   otras   sustancias   minerales   o   de   celulosa,   incluso combinados con textiles o demás materias.",,
"trade_tariff_subheading_03781","6813.20.00.00","- Que contengan amianto (asbesto)","aran_005",
"trade_tariff_subheading_03782",,"- Que no contengan amianto (asbesto):",,
"trade_tariff_subheading_03783","6813.81.00.00","- - Guarniciones para frenos","aran_006",
"trade_tariff_subheading_03784","6813.89.00.00","- - Las demás","aran_005",
"trade_tariff_subheading_03785","68.14","Mica trabajada y manufacturas de mica, incluida la aglomerada o reconstituida,   incluso   con   soporte   de   papel,   cartón   o   demás materias.",,
"trade_tariff_subheading_03786","6814.10.00.00","- Placas, hojas y tiras de mica aglomerada o reconstituida, incluso con
soporte","aran_005",
"trade_tariff_subheading_03787","6814.90.00.00","- Las demás","aran_001",
"trade_tariff_subheading_03788","68.15","Manufacturas de piedra o demás materias minerales (incluidas las fibras de carbono y sus manufacturas y las manufacturas de turba), no expresadas ni comprendidas en otra parte.",,
"trade_tariff_subheading_03789","6815.10.00.00","- Manufacturas de grafito o de otros carbonos, para usos distintos de los
eléctricos","aran_005",
"trade_tariff_subheading_03790","6815.20.00.00","- Manufacturas de turba","aran_005",
"trade_tariff_subheading_03791",,"- Las demás manufacturas:",,
"trade_tariff_subheading_03792","6815.91.00.00","- - Que contengan magnesita, dolomita o cromita","aran_001",
"trade_tariff_subheading_03793","6815.99.00.00","- - Las demás","aran_005",
"trade_tariff_subheading_03794","6901.00.00.00","Ladrillos,  placas,  baldosas  y  demás  piezas  cerámicas  de  harinas silíceas fósiles (por ejemplo: «Kieselguhr», tripolita, diatomita) o de tierras silíceas análogas.","aran_005",
"trade_tariff_subheading_03795","69.02","Ladrillos,    placas,    baldosas    y    piezas    cerámicas    análogas   de construcción,  refractarios,  excepto  los  de  harinas  silíceas  fósiles  o de tierras silíceas análogas.",,
"trade_tariff_subheading_03796","-","Cr2O3 (óxido crómico)",,
"trade_tariff_subheading_03797","6902.20","-  Con  un  contenido  de  alúmina  (Al2O3),  de  sílice  (SiO2)  o  de  una
mezcla o combinación de estos productos, superior al 50% en peso:",,
"trade_tariff_subheading_03798","6902.20.10.00","- - Con un contenido de sílice (SiO2) superior al 90% en peso","aran_001",
"trade_tariff_subheading_03799","6902.20.90.00","- - Los demás","aran_001",
"trade_tariff_subheading_03800","6902.90.00.00","- Los demás","aran_001",
"trade_tariff_subheading_03801","69.03","Los demás artículos cerámicos refractarios (por  ejemplo: retortas, crisoles,  muflas,  toberas,  tapones,  soportes,  copelas,  tubos,  fundas,
varillas),  excepto los de harinas silíceas fósiles o de  tierras silíceas análogas.",,
"trade_tariff_subheading_03802","6903.10","- Con un contenido de grafito u otro carbono o de una mezcla de estos
productos, superior al 50% en peso:",,
"trade_tariff_subheading_03803","6903.10.10.00","- - Retortas y crisoles","aran_001",
"trade_tariff_subheading_03804","6903.10.90.00","- - Los demás","aran_001",
"trade_tariff_subheading_03805","6903.20","- Con un contenido de alúmina (Al2O3) o de una mezcla o combinación
de alúmina y de sílice (SiO2), superior al 50% en peso:",,
"trade_tariff_subheading_03806","6903.20.10.00","- - Retortas y crisoles","aran_001",
"trade_tariff_subheading_03807","6903.20.90.00","- - Los demás","aran_003",
"trade_tariff_subheading_03808","6903.90","- Los demás:",,
"trade_tariff_subheading_03809","6903.90.10.00","- - Retortas y crisoles","aran_001",
"trade_tariff_subheading_03810","6903.90.90.00","- - Los demás","aran_003",
"trade_tariff_subheading_03811","69.04","Ladrillos   de   construcción,   bovedillas,   cubrevigas   y   artículos
similares, de cerámica.",,
"trade_tariff_subheading_03812","6904.10.00.00","- Ladrillos de construcción","aran_005",
"trade_tariff_subheading_03813","6904.90.00.00","- Los demás","aran_005",
"trade_tariff_subheading_03814","69.05","Tejas,  elementos  de  chimenea,  conductos  de  humo,  ornamentos arquitectónicos y demás artículos cerámicos para construcción.",,
"trade_tariff_subheading_03815","6905.10.00.00","- Tejas","aran_007",
"trade_tariff_subheading_03816","6905.90.00.00","- Los demás","aran_007",
"trade_tariff_subheading_03817","6906.00.00.00","Tubos, canalones y accesorios de tubería, de cerámica.","aran_007",
"trade_tariff_subheading_03818","69.07","Placas     y     baldosas,     de     cerámica,     para     pavimentación     o revestimiento; cubos, dados y artículos similares, de cerámica, para mosaicos, incluso con soporte; piezas de acabado de cerámica.",,
"trade_tariff_subheading_03819","-","- Placas y baldosas, para pavimentación o revestimiento, excepto las de las subpartidas 6907.30 y 6907.40:",,
"trade_tariff_subheading_03820","6907.21.00","- - Con un coeficiente de absorción de agua inferior o igual al 0,5 % en
peso:",,
"trade_tariff_subheading_03821","6907.21.00.10","- - - Cuya superficie mayor pueda  inscribirse en  un cuadrado de lado
inferior a 7 cm","aran_007",
"trade_tariff_subheading_03822","6907.21.00.90","- - - Los demás","aran_003","+ USD
0.14/Kg"
"trade_tariff_subheading_03823","6907.22.00","-  -  Con  un  coeficiente  de  absorción  de  agua  superior  al  0,5 %  pero
inferior o igual al 10 %, en peso:",,
"trade_tariff_subheading_03824","6907.22.00.10","- - - Cuya superficie mayor pueda  inscribirse en  un cuadrado de lado
inferior a 7 cm","aran_007",
"trade_tariff_subheading_03825","6907.22.00.90","- - - Los demás","aran_003","+ USD
0.14/Kg"
"trade_tariff_subheading_03826","6907.23.00","-  - Con un coeficiente de absorción de agua superior al 10 % en peso",,
"trade_tariff_subheading_03827","6907.23.00.10","- - - Cuya superficie mayor pueda  inscribirse en  un cuadrado de lado
inferior a 7 cm","aran_007",
"trade_tariff_subheading_03828","6907.23.00.90","- - - Los demás","aran_003","+ USD
0.14/Kg"
"trade_tariff_subheading_03829","6907.30.00","-  Cubos,  dados  y  artículos  similares  para  mosaicos,  excepto  los  de  la
subpartida 6907.40",,
"trade_tariff_subheading_03830","6907.30.00.10","- - - Cuya superficie mayor pueda  inscribirse en  un cuadrado de lado
inferior a 7 cm","aran_007",
"trade_tariff_subheading_03831","6907.30.00.90","- - - Los demás","aran_003","+ USD
0.14/Kg"
"trade_tariff_subheading_03832","6907.40.00","- Piezas de acabado",,
"trade_tariff_subheading_03833","6907.40.00.10","- - - Cuya superficie mayor pueda  inscribirse en  un cuadrado de lado
inferior a 7 cm","aran_007",
"trade_tariff_subheading_03834","6907.40.00.90","- - - Los demás","aran_003","+ USD
0.14/Kg"
"trade_tariff_subheading_03835",69.09,"Aparatos y artículos, de cerámica, para usos químicos o demás usos técnicos;  abrevaderos,  pilas  y  recipientes  similares,  de  cerámica,
para uso rural; cántaros y recipientes similares, de cerámica, para transporte o envasado.",,
"trade_tariff_subheading_03836","-","- Aparatos y artículos para usos químicos o demás usos técnicos:",,
"trade_tariff_subheading_03837","6909.11.00","- - De porcelana:",,
"trade_tariff_subheading_03838","6909.11.00.10","-  -  -  Para  recuperación  de  mercurio,  sistema  retorta  térmico  motor
superior a 100kw","aran_001",
"trade_tariff_subheading_03839","6909.11.00.90","- - - Los demás","aran_007",
"trade_tariff_subheading_03840","6909.12.00.00","- - Artículos con una dureza equivalente a 9 o superior en la escala de
Mohs","aran_005",
"trade_tariff_subheading_03841","6909.19.00.00","- - Los demás","aran_005",
"trade_tariff_subheading_03842","6909.90.00.00","- Los demás","aran_005",
"trade_tariff_subheading_03843","69.10","Fregaderos   (piletas   de   lavar),   lavabos,   pedestales   de   lavabo, bañeras,   bidés,   inodoros,   cisternas   (depósitos   de   agua)   para
inodoros,  urinarios  y  aparatos  fijos  similares,  de  cerámica,  para usos sanitarios.",,
"trade_tariff_subheading_03844","6910.10.00.00","- De porcelana","aran_007",
"trade_tariff_subheading_03845","6910.90.00.00","- Los demás","aran_007",
"trade_tariff_subheading_03846","69.11","Vajilla  y  demás  artículos  de  uso  doméstico,  higiene  o  tocador,  de
porcelana.",,
"trade_tariff_subheading_03847","6911.10.00.00","- Artículos para el servicio de mesa o cocina","aran_008",
"trade_tariff_subheading_03848","6911.90.00.00","- Los demás","aran_008",
"trade_tariff_subheading_03849","6912.00.00.00","Vajilla  y  demás  artículos  de  uso  doméstico,  higiene  o  tocador,  de
cerámica, excepto porcelana.","aran_008",
"trade_tariff_subheading_03850","69.13","Estatuillas y demás artículos para adorno, de cerámica.",,
"trade_tariff_subheading_03851","6913.10.00.00","- De porcelana","aran_008",
"trade_tariff_subheading_03852","6913.90.00.00","- Los demás","aran_008",
"trade_tariff_subheading_03853","69.14","Las demás manufacturas de cerámica.",,
"trade_tariff_subheading_03854","6914.10.00","- De porcelana:",,
"trade_tariff_subheading_03855","6914.10.00.10","- - Moldes para la fabricación de guantes de caucho","aran_001",
"trade_tariff_subheading_03856","6914.10.00.90","- - Los demás","aran_007",
"trade_tariff_subheading_03857","6914.90.00.00","- Las demás","aran_007",
"trade_tariff_subheading_03858","70.01","Desperdicios y desechos de vidrio; vidrio en masa.",,
"trade_tariff_subheading_03859","7001.00.10.00","- Desperdicios y desechos","aran_001",
"trade_tariff_subheading_03860","7001.00.30.00","- Vidrio en masa","aran_001",
"trade_tariff_subheading_03861","70.02","Vidrio  en  bolas  (excepto  las  microesferas  de  la  partida  70.18),
barras, varillas o tubos, sin trabajar.",,
"trade_tariff_subheading_03862","7002.10.00.00","- Bolas","aran_001",
"trade_tariff_subheading_03863","7002.20.00.00","- Barras o varillas","aran_001",
"trade_tariff_subheading_03864","-","- Tubos:",,
"trade_tariff_subheading_03865","7002.31.00.00","- - De cuarzo o demás sílices fundidos","aran_001",
"trade_tariff_subheading_03866","7002.32.00.00","- - De otro vidrio con un coeficiente de dilatación lineal inferior o igual
a 5x10-6 por Kelvin, entre 0°C y 300°C","aran_001",
"trade_tariff_subheading_03867","7002.39.00.00","- - Los demás","aran_001",
"trade_tariff_subheading_03868","70.03","Vidrio  colado  o  laminado,  en  placas,  hojas  o  perfiles,  incluso  con capa absorbente, reflectante o antirreflectante, pero sin trabajar de otro modo.",,
"trade_tariff_subheading_03869","-","- Placas y hojas, sin armar:",,
"trade_tariff_subheading_03870","7003.12","-   -   Coloreadas   en   la   masa,   opacificadas,   chapadas   o   con   capa
absorbente, reflectante o antirreflectante:",,
"trade_tariff_subheading_03871","7003.12.10.00","- - - Lisas","aran_004",
"trade_tariff_subheading_03872","7003.12.20.00","- - - Estriadas, onduladas, estampadas o similares","aran_004",
"trade_tariff_subheading_03873","7003.19","- - Las demás:",,
"trade_tariff_subheading_03874","7003.19.10.00","- - - Lisas","aran_001",
"trade_tariff_subheading_03875","7003.19.20.00","- - - Estriadas, onduladas, estampadas o similares","aran_001",
"trade_tariff_subheading_03876","7003.20.00.00","- Placas y hojas, armadas","aran_004",
"trade_tariff_subheading_03877","7003.30.00.00","- Perfiles","aran_005",
"trade_tariff_subheading_03878","70.04","Vidrio  estirado  o  soplado,  en  hojas,  incluso  con  capa  absorbente, reflectante o antirreflectante, pero sin trabajar de otro modo.",,
"trade_tariff_subheading_03879","7004.20.00.00","-   Vidrio  coloreado  en   la   masa,  opacificado,   chapado  o  con  capa
absorbente, reflectante o antirreflectante","aran_001",
"trade_tariff_subheading_03880","7004.90.00.00","- Los demás vidrios","aran_001",
"trade_tariff_subheading_03881","70.05","Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en   placas   u   hojas,   incluso   con   capa   absorbente,   reflectante   o antirreflectante, pero sin trabajar de otro modo.",,
"trade_tariff_subheading_03882","7005.10.00.00","- Vidrio sin armar con capa absorbente, reflectante o antirreflectante","aran_001",
"trade_tariff_subheading_03883",,"- Los demás vidrios sin armar:",,
"trade_tariff_subheading_03884","7005.21","-  -  Coloreados  en  la  masa,  opacificados,  chapados  o  simplemente
desbastados:",,
"trade_tariff_subheading_03885",,"- - - De espesor inferior o igual a 6 mm:",,
"trade_tariff_subheading_03886","7005.21.11.00","- - - - Flotado","aran_001",
"trade_tariff_subheading_03887","7005.21.19.00","- - - - Los demás","aran_001",
"trade_tariff_subheading_03888","7005.21.90.00","- - - Las demás","aran_001",
"trade_tariff_subheading_03889","7005.29","- - Los demás:",,
"trade_tariff_subheading_03890","7005.29.10.00","- - - De espesor inferior o igual a 6 mm","aran_001",
"trade_tariff_subheading_03891","7005.29.90.00","- - - Las demás","aran_001",
"trade_tariff_subheading_03892","7005.30.00.00","- Vidrio armado","aran_005",
"trade_tariff_subheading_03893","7006.00.00.00","Vidrio  de  las  partidas  70.03,  70.04  ó  70.05,  curvado,  biselado, grabado, taladrado, esmaltado o trabajado de otro modo, pero sin enmarcar ni combinar con otras materias.","aran_003",
"trade_tariff_subheading_03894","70.07","Vidrio     de     seguridad    constituido     por    vidrio     templado    o
contrachapado.",,
"trade_tariff_subheading_03895","-","- Vidrio templado:",,
"trade_tariff_subheading_03896","7007.11.00.00","- - De dimensiones y formatos que permitan su empleo en automóviles,
aeronaves, barcos u otros vehículos","aran_005",
"trade_tariff_subheading_03897","7007.19.00.00","- - Los demás","aran_005",
"trade_tariff_subheading_03898","-","- Vidrio contrachapado:",,
"trade_tariff_subheading_03899","7007.21.00.00","- - De dimensiones y formatos que permitan su empleo en automóviles,
aeronaves, barcos u otros vehículos","aran_005",
"trade_tariff_subheading_03900","7007.29.00.00","- - Los demás","aran_005",
"trade_tariff_subheading_03901","7008.00.00.00","Vidrieras aislantes de paredes múltiples.","aran_005",
"trade_tariff_subheading_03902","70.09","Espejos   de   vidrio,   enmarcados   o    no,   incluidos    los   espejos
retrovisores.",,
"trade_tariff_subheading_03903","7009.10.00.00","- Espejos retrovisores para vehículos","aran_007",
"trade_tariff_subheading_03904",,"- Los demás:",,
"trade_tariff_subheading_03905","7009.91.00.00","- - Sin enmarcar","aran_007",
"trade_tariff_subheading_03906","7009.92.00.00","- - Enmarcados","aran_007",
"trade_tariff_subheading_03907","70.10","Bombonas (damajuanas), botellas,  frascos, bocales,  tarros, envases tubulares,   ampollas   y   demás   recipientes   para   el   transporte   o
envasado,  de  vidrio;  bocales  para  conservas,  de  vidrio;  tapones, tapas y demás dispositivos de cierre, de vidrio.",,
"trade_tariff_subheading_03908","7010.10.00.00","- Ampollas","aran_003",
"trade_tariff_subheading_03909","7010.20.00.00","- Tapones, tapas y demás dispositivos de cierre","aran_003",
"trade_tariff_subheading_03910","7010.90","- Los demás:",,
"trade_tariff_subheading_03911","7010.90.10.00","- - De capacidad superior a 1 l","aran_004",
"trade_tariff_subheading_03912","7010.90.20.00","- - De capacidad superior a 0,33 l pero inferior o igual a 1 l","aran_004",
"trade_tariff_subheading_03913","7010.90.30.00","- - De capacidad superior a 0,15 l pero inferior o igual a 0,33 l","aran_004",
"trade_tariff_subheading_03914","7010.90.40.00","- - De capacidad inferior o igual a 0,15 l","aran_004",
"trade_tariff_subheading_03915",70.11,"Ampollas  y  envolturas  tubulares,  abiertas,  y  sus partes,  de  vidrio, sin   guarniciones,   para   lámparas   eléctricas,   tubos   catódicos   o similares.",,
"trade_tariff_subheading_03916","7011.10.00.00","- Para alumbrado eléctrico","aran_001",
"trade_tariff_subheading_03917","7011.20.00.00","- Para tubos catódicos","aran_001",
"trade_tariff_subheading_03918","7011.90.00.00","- Las demás","aran_001",
"trade_tariff_subheading_03919","70.13","Artículos  de  vidrio  para  servicio  de  mesa,  cocina,  tocador,  baño, oficina,  adorno  de  interiores  o  usos  similares  (excepto  los  de  las partidas 70.10 ó 70.18).",,
"trade_tariff_subheading_03920","7013.10.00.00","- Artículos de vitrocerámica","aran_008",
"trade_tariff_subheading_03921",,"- Recipientes con pie para beber, excepto los de vitrocerámica:",,
"trade_tariff_subheading_03922","7013.22.00.00","- - De cristal al plomo","aran_008",
"trade_tariff_subheading_03923","7013.28.00.00","- - Los demás","aran_008",
"trade_tariff_subheading_03924",,"- Los demás recipientes para beber, excepto los de vitrocerámica:",,
"trade_tariff_subheading_03925","7013.33.00.00","- - De cristal al plomo","aran_008",
"trade_tariff_subheading_03926","7013.37.00.00","- - Los demás","aran_008",
"trade_tariff_subheading_03927",,"- Artículos para servicio de mesa (excluidos los recipientes para beber) o cocina, excepto los de vitrocerámica:",,
"trade_tariff_subheading_03928","7013.41.00.00","- - De cristal al plomo","aran_008",
"trade_tariff_subheading_03929","7013.42.00.00","- - De vidrio con un coeficiente de dilatación lineal inferior o igual a 5 x
10-6 por Kelvin, entre 0 °C y 300 °C","aran_008",
"trade_tariff_subheading_03930","7013.49.00.00","- - Los demás","aran_008",
"trade_tariff_subheading_03931",,"- Los demás artículos:",,
"trade_tariff_subheading_03932","7013.91.00.00","- - De cristal al plomo","aran_008",
"trade_tariff_subheading_03933","7013.99.00.00","- - Los demás","aran_008",
"trade_tariff_subheading_03934","7014.00.00.00","Vidrio  para  señalización  y  elementos  de  óptica  de  vidrio  (excepto
los de la partida 70.15), sin trabajar ópticamente.","aran_001",
"trade_tariff_subheading_03935",70.15,"Cristales  para  relojes  y  cristales  análogos,  cristales  para  gafas (anteojos),  incluso  correctores,  abombados,  curvados,  ahuecados o similares, sin trabajar ópticamente; esferas huecas y sus segmentos (casquetes   esféricos),   de   vidrio,   para   la   fabricación   de   estos cristales.",,
"trade_tariff_subheading_03936","7015.10.00.00","- Cristales correctores para gafas (anteojos)","aran_004",
"trade_tariff_subheading_03937","7015.90.00.00","- Los demás","aran_005",
"trade_tariff_subheading_03938",70.16,"Adoquines,  baldosas,  ladrillos,  placas,  tejas  y  demás  artículos,  de vidrio prensado o moldeado, incluso armado, para la construcción; cubos,  dados  y  demás  artículos  similares,  de  vidrio,  incluso  con
soporte, para mosaicos o decoraciones similares; vidrieras artísticas (vitrales,  incluso  de  vidrios incoloros); vidrio multicelular  o vidrio «espuma», en bloques, paneles, placas, coquillas o formas similares.",,
"trade_tariff_subheading_03939","7016.10.00.00","-  Cubos,  dados  y  demás  artículos  similares,  de  vidrio,  incluso  con
soporte, para mosaicos o decoraciones similares","aran_007",
"trade_tariff_subheading_03940","7016.90","- Los demás:",,
"trade_tariff_subheading_03941","7016.90.10.00","- - Vidrieras artísticas (vitrales, incluso de vidrios incoloros)","aran_008",
"trade_tariff_subheading_03942","7016.90.20.00","-  -  Vidrio  multicelular  o  vidrio  «espuma» en  bloques,  paneles,  placas,
coquillas o formas similares","aran_005",
"trade_tariff_subheading_03943","7016.90.90.00","- - Los demás","aran_005",
"trade_tariff_subheading_03944","70.17","Artículos  de  vidrio  para  laboratorio,  higiene  o  farmacia,  incluso
graduados o calibrados.",,
"trade_tariff_subheading_03945","7017.10.00.00","- De cuarzo o demás sílices fundidos","aran_001",
"trade_tariff_subheading_03946","7017.20.00.00","- De otro vidrio con un coeficiente de dilatación lineal inferior o igual a
5x10-6 por Kelvin, entre 0°C y 300°C","aran_001",
"trade_tariff_subheading_03947","7017.90.00.00","- Los demás","aran_001",
